scenario_id,scenario_name,transition_logic,source_sheet,source_row,category_id,category_original,category,domain,item,baseline_kgco2e_per_capita,L_max_adoption,k_adoption_speed,t0_inflection_year,combined_reduction_fraction,technical_reduction_fraction,behavioral_reduction_fraction,assumption_note_original,assumption_note,references,combined_reduction_recalculated,combined_reduction_difference
S1,Scenario 1,Limited change / static reference,Scenario1,17,leisure_sport_and_culture_major_durable_goods_for_leisure,"Fritid, sport, kultur - större varaktiga fritidsprodukter","Leisure, sport and culture - Major durable goods for leisure","Leisure, sport and culture",Major durable goods for leisure,28.39759,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,18,other_consumption_glassware_tableware_and_other_utensils,"Övrigt - glassware, tableware, other utensils","Other consumption - Glassware, tableware and other utensils",Other consumption,"Glassware, tableware and other utensils",26.46434,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,19,leisure_sport_and_culture_equipment_for_sport_camping_and_outdoor_recreation,"Fritid, sport, kultur - utrustning för sport, camping och friluftsliv","Leisure, sport and culture - Equipment for sport, camping and outdoor recreation","Leisure, sport and culture","Equipment for sport, camping and outdoor recreation",23.05441,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,20,other_consumption_other_personal_effects_n_e_c,Övrigt - other personal effects n.e.c.,Other consumption - Other personal effects n.e.c.,Other consumption,Other personal effects n.e.c.,14.23978,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,21,local_transport_bicycles,Lokala transporter - cyklar,Local transport - Bicycles,Local transport,Bicycles,11.50822,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,22,other_consumption_jewellery_and_watches,Övrigt - jewellery and watches,Other consumption - Jewellery and watches,Other consumption,Jewellery and watches,12.24788,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,23,leisure_sport_and_culture_books,"Fritid, sport, kultur - böcker","Leisure, sport and culture - Books","Leisure, sport and culture",Books,7.58624,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,24,leisure_sport_and_culture_writing_and_drawing_materials,"Fritid, sport, kultur - skriv- och ritmaterial","Leisure, sport and culture - Writing and drawing materials","Leisure, sport and culture",Writing and drawing materials,5.603584,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,25,clothing_and_shoes_clothing_materials,Kläder och skor - material till kläder,Clothing and shoes - Clothing materials,Clothing and shoes,Clothing materials,4.7143,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S1,Scenario 1,Limited change / static reference,Scenario1,26,leisure_sport_and_culture_musical_instruments,"Fritid, sport, kultur - musikinstrument","Leisure, sport and culture - Musical instruments","Leisure, sport and culture",Musical instruments,1.248173,0.0,0.4,2030,0.0,0.0,0.0,,,,0.0,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,2,local_transport_cars,Lokala transporter - bilar,Local transport - Cars,Local transport,Cars,104.1669,0.1,0.4,2030,1.0,0.0,1.0,"10% färre bilar 2050 men varje bil ger samma avtryck som idag eftersom elbils produktion kräver mer, men effektiviseras lite","10% fewer cars by 2050, but each car has the same footprint as today because electric-vehicle production requires more resources, although it becomes slightly more efficient.",Where:,1.0,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,3,local_transport_fuels_and_lubricants,Lokala transporter - bränslen och smörjmedel,Local transport - Fuels and lubricants,Local transport,Fuels and lubricants,124.8679,0.9,0.3,2030,0.9,0.9,0.0,Massiv reduktion av bensin/diesel men inte smörjmedel,"Large reduction in petrol and diesel, but not in lubricants.",L = Maximum adoption fraction (asymptote),0.9,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,4,local_transport_direct_emissions_from_vehicle_use,Lokala transporter - direkta utsläpp från fordonsanvändning,Local transport - Direct emissions from vehicle use,Local transport,Direct emissions from vehicle use,410.0331,0.9,0.3,2035,1.0,1.0,0.0,90% elbilar 2050,90% electric cars by 2050.,k = Growth rate parameter (steepness of curve),1.0,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,5,housing_district_heating_and_other_energy_for_heating_and_cooling,Bostaden - fjärrvärme och annan energi för uppvärmning och kylning,Housing - District heating and other energy for heating and cooling,Housing,District heating and other energy for heating and cooling,506.3924,0.95,1.0,2030,1.0,1.0,0.0,95% av hushållen täcks av CCS kring 2030,95% of households are covered by CCS around 2030.,t₀ = Inflection point (year of maximum acceleration),1.0,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,6,housing_direct_emissions_from_heating,Bostaden - direkta utsläpp från uppvärmning,Housing - Direct emissions from heating,Housing,Direct emissions from heating,50.47222,0.5,0.3,2035,0.8,0.8,0.0,50 % av hushåll som eldar olja och pellets övergår till klimatsmart uppvärmning,50% of households using oil and pellets shift to climate-smart heating.,.,0.8,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,7,food_and_drink_meat,Mat och dryck - kött,Food and drink - Meat,Food and drink,Meat,289.9323,0.75,0.3,2035,0.5,0.0,0.5,75% av medborgarna halverar sin köttkonsumtion till 2050,75% of residents halve their meat consumption by 2050.,Quick check,0.5,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,8,food_and_drink_milk_cheese_other_dairy_products_and_eggs,"Mat och dryck - mjölk, ost, övriga mejeriprodukter, ägg","Food and drink - Milk, cheese, other dairy products and eggs",Food and drink,"Milk, cheese, other dairy products and eggs",229.2876,0.75,0.4,2035,0.5,0.0,0.5,75% av medborgarna halverar sin mejerikonsumtion till 2050,75% of residents halve their dairy consumption by 2050.,year,0.5,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,9,local_transport_company_car_benefit,Lokala transporter - bilförmån,Local transport - Company-car benefit,Local transport,Company-car benefit,18.5096,0.75,0.3,2035,1.0,0.0,1.0,Organisationer som erbjuder bilförmån minskas för att minska bilägande,Organisations offering company-car benefits are reduced to decrease car ownership.,,1.0,0.0
S2,Scenario 2,Major-emission-category focus,Scenario2,10,flights_passenger_flights,Flyg - Flygresor,Flights - Passenger flights,Flights,Passenger flights,849.8395,0.9,0.3,2035,0.6,0.2,0.5,"De flesta -90%- flyger mindre, och flyg blir mindre CO2 tunga (alt. drivmedel)","Most residents, 90%, fly less, and aviation becomes less CO2-intensive through alternative fuels.",,0.6,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,2,flights_passenger_flights,Flyg - Flygresor,Flights - Passenger flights,Flights,Passenger flights,849.8395,1.0,0.3,2030,0.75,0.5,0.5,Vi minskar med 50% och flygen blir effektivare,Flying is reduced by 50% and aviation becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,3,housing_district_heating_and_other_energy_for_heating_and_cooling,Bostaden - fjärrvärme och annan energi för uppvärmning och kylning,Housing - District heating and other energy for heating and cooling,Housing,District heating and other energy for heating and cooling,506.3924,0.95,1.0,2030,1.0,1.0,0.0,CCS,CCS.,,1.0,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,4,local_transport_direct_emissions_from_vehicle_use,Lokala transporter - direkta utsläpp från fordonsanvändning,Local transport - Direct emissions from vehicle use,Local transport,Direct emissions from vehicle use,410.0331,1.0,0.3,2030,1.0,1.0,0.0,Elektrifiering av 100% av flottan till 2050,100% electrification of the fleet by 2050.,,1.0,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,5,food_and_drink_meat,Mat och dryck - kött,Food and drink - Meat,Food and drink,Meat,289.9323,0.75,0.3,2030,0.5,0.0,0.5,75% av folket minskar sin köttkonsumtion m 50%,75% of residents reduce their meat consumption by 50%.,,0.5,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,6,housing_imputed_rent_for_owned_permanent_dwelling,Bostaden - uppskattad hyra för egen bostad (ägd permanentbostad),Housing - Imputed rent for owned permanent dwelling,Housing,Imputed rent for owned permanent dwelling,240.1408,0.5,0.2,2030,0.25,0.0,0.25,50% av folket minskar boyta m 25%,50% of residents reduce living space by 25%.,,0.25,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,7,food_and_drink_milk_cheese_other_dairy_products_and_eggs,"Mat och dryck - mjölk, ost, övriga mejeriprodukter, ägg","Food and drink - Milk, cheese, other dairy products and eggs",Food and drink,"Milk, cheese, other dairy products and eggs",229.2876,0.75,0.3,2030,0.5,0.0,0.5,50% av folket minskar sin mejerikonsumtion m 25%,50% of residents reduce dairy consumption by 25%.,,0.5,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,8,clothing_and_shoes_clothing,Kläder och skor - kläder,Clothing and shoes - Clothing,Clothing and shoes,Clothing,177.6083,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,9,local_transport_fuels_and_lubricants,Lokala transporter - bränslen och smörjmedel,Local transport - Fuels and lubricants,Local transport,Fuels and lubricants,124.8679,0.9,0.3,2030,0.9,0.9,0.0,Elektrifiering av 100% gör att bara smörjmedel finns kvar,100% electrification means that only lubricants remain.,,0.9,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,10,housing_actual_rent_for_rented_permanent_dwelling,"Bostaden - faktisk hyra, hyresrätt (permanentbostad)",Housing - Actual rent for rented permanent dwelling,Housing,Actual rent for rented permanent dwelling,124.7562,0.5,0.4,2030,0.25,0.0,0.25,50% av folket minskar boyta m 25%,50% of residents reduce living space by 25%.,,0.25,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,11,leisure_sport_and_culture_package_holidays,"Fritid, sport, kultur - paketresor","Leisure, sport and culture - Package holidays","Leisure, sport and culture",Package holidays,121.6209,1.0,0.4,2030,0.75,0.5,0.5,Folk minskar paketresor med 50% och systemet blir effektivare,People reduce package holidays by 50% and the system becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,12,local_transport_cars,Lokala transporter - bilar,Local transport - Cars,Local transport,Cars,104.1669,0.5,0.4,2030,1.0,0.0,1.0,50% av folket äger inte egen bil,50% of residents do not own a private car.,,1.0,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,13,food_and_drink_sugar_confectionery_and_desserts,"Mat och dryck - socker, konfektyr och efterrätter","Food and drink - Sugar, confectionery and desserts",Food and drink,"Sugar, confectionery and desserts",102.6101,1.0,0.4,2030,0.5,0.0,0.5,100% av folket minskar med 50%,100% of residents reduce consumption by 50%.,,0.5,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,14,other_consumption_furniture_furnishings_and_carpets,"Övrigt - furniture, furnishings, carpets","Other consumption - Furniture, furnishings and carpets",Other consumption,"Furniture, furnishings and carpets",93.87308,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,15,other_consumption_information_and_communication_equipment,Övrigt - informations- och kommunikationsutrustning,Other consumption - Information and communication equipment,Other consumption,Information and communication equipment,85.56549,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,16,food_and_drink_ready_made_meals_and_other_food_products,Mat och dryck - färdigmat och andra livsmedelsprodukter,Food and drink - Ready-made meals and other food products,Food and drink,Ready-made meals and other food products,83.47034,0.75,0.4,2030,0.5,0.0,0.5,75% av folket minskar med 50%,75% of residents reduce consumption by 50%.,,0.5,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,17,local_transport_passenger_transport_by_sea,Lokala transporter - passagerartransport till sjöss,Local transport - Passenger transport by sea,Local transport,Passenger transport by sea,75.27207,0.5,0.4,2030,0.75,0.5,0.5,"Sjötransport blir effektivare, och drivs mer med alt bränsle",Sea transport becomes more efficient and is increasingly powered by alternative fuels.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,18,other_consumption_other_appliances_and_products_for_personal_care,Övrigt - other appliances and products for personal care,Other consumption - Other appliances and products for personal care,Other consumption,Other appliances and products for personal care,72.39924,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,19,housing_electricity,Bostaden - elektricitet,Housing - Electricity,Housing,Electricity,57.17375,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,20,housing_direct_emissions_from_heating,Bostaden - direkta utsläpp från uppvärmning,Housing - Direct emissions from heating,Housing,Direct emissions from heating,50.47222,0.5,0.3,2030,0.8,0.8,0.0,50% uppgraderar uppvärmning m 80%,50% upgrade heating systems with an 80% reduction effect.,,0.8,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,21,clothing_and_shoes_shoes_and_other_footwear,Kläder och skor - skor och andra skodon,Clothing and shoes - Shoes and other footwear,Clothing and shoes,Shoes and other footwear,50.41063,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,22,other_consumption_household_appliances,Övrigt - household appliances,Other consumption - Household appliances,Other consumption,Household appliances,42.5664,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,23,leisure_sport_and_culture_games_toys_and_hobby_articles,"Fritid, sport, kultur - spel, leksaker och hobbyartiklar","Leisure, sport and culture - Games, toys and hobby articles","Leisure, sport and culture","Games, toys and hobby articles",38.33197,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,24,leisure_sport_and_culture_major_durable_goods_for_leisure,"Fritid, sport, kultur - större varaktiga fritidsprodukter","Leisure, sport and culture - Major durable goods for leisure","Leisure, sport and culture",Major durable goods for leisure,28.39759,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,25,other_consumption_glassware_tableware_and_other_utensils,"Övrigt - glassware, tableware, other utensils","Other consumption - Glassware, tableware and other utensils",Other consumption,"Glassware, tableware and other utensils",26.46434,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,26,leisure_sport_and_culture_equipment_for_sport_camping_and_outdoor_recreation,"Fritid, sport, kultur - utrustning för sport, camping och friluftsliv","Leisure, sport and culture - Equipment for sport, camping and outdoor recreation","Leisure, sport and culture","Equipment for sport, camping and outdoor recreation",23.05441,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,27,other_consumption_household_textiles,Övrigt - household textiles,Other consumption - Household textiles,Other consumption,Household textiles,22.88734,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,28,other_consumption_home_and_garden_tools,Övrigt - home and garden tools,Other consumption - Home and garden tools,Other consumption,Home and garden tools,20.05375,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,29,clothing_and_shoes_other_garments_and_clothing_accessories,Kläder och skor - andra klädesplagg och klädestillbehörs,Clothing and shoes - Other garments and clothing accessories,Clothing and shoes,Other garments and clothing accessories,16.67224,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,30,other_consumption_other_personal_effects_n_e_c,Övrigt - other personal effects n.e.c.,Other consumption - Other personal effects n.e.c.,Other consumption,Other personal effects n.e.c.,14.23978,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,31,other_consumption_jewellery_and_watches,Övrigt - jewellery and watches,Other consumption - Jewellery and watches,Other consumption,Jewellery and watches,12.24788,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S3,Scenario 3,Lifestyle-centred transition,Scenario3,32,leisure_sport_and_culture_musical_instruments,"Fritid, sport, kultur - musikinstrument","Leisure, sport and culture - Musical instruments","Leisure, sport and culture",Musical instruments,1.248173,1.0,0.4,2030,0.75,0.5,0.5,Vi minskar med 50% och produktionen blir effektivare,Consumption is reduced by 50% and production becomes more efficient.,,0.75,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,2,flights_passenger_flights,Flyg - Flygresor,Flights - Passenger flights,Flights,Passenger flights,849.8395,1.0,0.4,2030,0.925,0.7,0.75,"alla flyger mycket mindre, och flyg blir mindre CO2 tunga (alt. drivmedel)","All residents fly much less, and aviation becomes less CO2-intensive through alternative fuels.","Kolla summeringen. Transportstyrelsen REPORT  TSL 2024-1934, fokusera I stort sätt bara på tek reduktion. 

Men det är uppskattad att att byta transportsätt till tåg kunde man reducera flyg m upp till 20%. Morfeldt, J., Curtale, R., Kamb, A. et al (2023). Carbon footprint effects of shifting from flights to
night trains for Swedish tourism. Journal of Cleaner Production, 420.
http://dx.doi.org/10.1016/j.jclepro.2023.138321.   ",0.925,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,3,housing_district_heating_and_other_energy_for_heating_and_cooling,Bostaden - fjärrvärme och annan energi för uppvärmning och kylning,Housing - District heating and other energy for heating and cooling,Housing,District heating and other energy for heating and cooling,506.3924,0.95,1.0,2030,1.0,1.0,0.1,95% av hushållen täcks av CCS kring 2030,95% of households are covered by CCS around 2030.,Klimatomställning Malmö- Scenarioanalys (90% reduction potential,1.0,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,4,local_transport_direct_emissions_from_vehicle_use,Lokala transporter - direkta utsläpp från fordonsanvändning,Local transport - Direct emissions from vehicle use,Local transport,Direct emissions from vehicle use,410.0331,1.0,0.2,2029,1.0,1.0,0.0,100% elbilar 2050,100% electric cars by 2050.,se rapporten,1.0,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,5,food_and_drink_meat,Mat och dryck - kött,Food and drink - Meat,Food and drink,Meat,289.9323,1.0,0.2,2029,0.94,0.7,0.8,"90% av medborgarna minskar sin köttkonsumtion med 80% till 2050, matsvinn minskas, produktion blir mer effektivt",90% of residents reduce meat consumption by 80% by 2050; food waste is reduced and production becomes more efficient.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.94,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,6,housing_imputed_rent_for_owned_permanent_dwelling,Bostaden - uppskattad hyra för egen bostad (ägd permanentbostad),Housing - Imputed rent for owned permanent dwelling,Housing,Imputed rent for owned permanent dwelling,240.1408,0.75,0.2,2029,0.7749999999999999,0.7,0.25,"75% av befolkningen bor 25% mindre men en långsam förändring, pga bygg livslängd","75% of the population lives in 25% less space, but the change is slow because of building lifetimes.",Se rapporten,0.7749999999999999,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,7,food_and_drink_milk_cheese_other_dairy_products_and_eggs,"Mat och dryck - mjölk, ost, övriga mejeriprodukter, ägg","Food and drink - Milk, cheese, other dairy products and eggs",Food and drink,"Milk, cheese, other dairy products and eggs",229.2876,1.0,0.2,2029,0.85,0.7,0.5,"75% av medborgarna minskar sin mejeri konsumtion m. 75% till 2050, matsvinn minskas, produktion blir mer effektivt",75% of residents reduce dairy consumption by 75% by 2050; food waste is reduced and production becomes more efficient.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,8,other_consumption_hotels_cafes_and_restaurants,"Övrigt - Hotell, kaféer och restauranger","Other consumption - Hotels, cafés and restaurants",Other consumption,"Hotels, cafés and restaurants",200.3526,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,9,clothing_and_shoes_clothing,Kläder och skor - kläder,Clothing and shoes - Clothing,Clothing and shoes,Clothing,177.6083,1.0,0.2,2029,0.925,0.7,0.75,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.925,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,10,food_and_drink_vegetables_root_crops_and_legumes,"Mat och dryck - grönsaker, rotfrukter, baljväxter","Food and drink - Vegetables, root crops and legumes",Food and drink,"Vegetables, root crops and legumes",145.0465,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,11,local_transport_fuels_and_lubricants,Lokala transporter - bränslen och smörjmedel,Local transport - Fuels and lubricants,Local transport,Fuels and lubricants,124.8679,1.0,0.2,2029,0.99,0.9,0.9,"100% elbilar,  smörjmedel kvarstår",100% electric cars; lubricants remain.,,0.99,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,12,housing_actual_rent_for_rented_permanent_dwelling,"Bostaden - faktisk hyra, hyresrätt (permanentbostad)",Housing - Actual rent for rented permanent dwelling,Housing,Actual rent for rented permanent dwelling,124.7562,1.0,0.2,2029,0.4375,0.25,0.25,"75% av befolkningen bor lite mindre men en långsam förändring, pga bygg livslängd","75% of the population lives in slightly less space, but the change is slow because of building lifetimes.",Se rapporten,0.4375,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,13,food_and_drink_fruit_and_nuts,Mat och dryck - frukter och nötter,Food and drink - Fruit and nuts,Food and drink,Fruit and nuts,122.7708,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.7,0.0
